Code INSEE département,Mois,TMin (°C),TMax (°C),TMoy (°C)
18,2021-11-01,2.966666666666667,9.125,6.045333333333333
18,2021-12-01,2.732258064516129,8.432258064516128,5.583225806451613
18,2022-01-01,0.9016129032258065,6.193548387096774,3.547741935483871
18,2022-02-01,2.8714285714285714,11.489285714285714,7.179642857142857
18,2022-03-01,4.217741935483871,15.259677419354839,9.738064516129032
18,2022-04-01,6.133333333333334,16.743333333333332,11.439333333333334
18,2022-05-01,11.291935483870969,23.76451612903226,17.529032258064515
18,2022-06-01,14.906666666666666,26.683333333333334,20.793666666666663
18,2022-07-01,15.408064516129032,28.756451612903223,22.081935483870968
18,2022-08-01,16.601612903225806,29.64032258064516,23.120645161290323
18,2022-09-01,11.586666666666668,22.48,17.033
18,2022-10-01,11.903225806451612,21.08709677419355,16.49516129032258
18,2022-11-01,6.27,13.296666666666669,9.782666666666668
18,2022-12-01,2.9725806451612904,8.051612903225806,5.5116129032258065
18,2023-01-01,3.3774193548387097,7.764516129032257,5.571290322580645
18,2023-02-01,1.9875,10.614285714285714,6.301071428571428
18,2023-03-01,4.627419354838709,13.95,9.28967741935484
18,2023-04-01,6.006666666666666,15.631666666666666,10.818999999999999
18,2023-05-01,10.303225806451612,21.258709677419354,15.780645161290321
18,2023-06-01,15.202,28.057000000000002,21.629
18,2023-07-01,15.32258064516129,26.9,21.11
18,2023-08-01,16.20806451612903,27.01290322580645,21.61064516129032
18,2023-09-01,14.993333333333334,28.28666666666667,21.639666666666667
18,2023-10-01,10.343548387096773,21.001612903225805,15.672580645161291
18,2023-11-01,6.1933333333333325,12.516666666666667,9.354333333333333
18,2023-12-01,4.717741935483871,9.683870967741935,7.200322580645161
18,2024-01-01,2.075806451612903,8.417741935483871,5.247096774193548
18,2024-02-01,5.922413793103448,11.21551724137931,8.57
18,2024-03-01,5.559677419354839,14.53225806451613,10.046451612903226
18,2024-04-01,6.546666666666667,17.233333333333334,11.889333333333333
18,2024-05-01,10.16451612903226,19.427419354838708,14.796451612903226
18,2024-06-01,13.263333333333332,23.535,18.4
18,2024-07-01,15.553225806451612,26.81451612903226,21.183870967741935
18,2024-08-01,15.21774193548387,28.080645161290324,21.65
18,2024-09-01,11.878333333333334,20.4,16.139333333333333
18,2024-10-01,11.15967741935484,18.456451612903226,14.809032258064516
18,2024-11-01,5.946666666666667,12.243333333333334,9.095666666666666
18,2024-12-01,2.833870967741935,7.72258064516129,5.2777419354838715
18,2025-01-01,1.1338709677419354,8.406451612903227,4.7703225806451615
18,2025-02-01,1.8303571428571428,10.289285714285715,6.0600000000000005
19,2018-01-01,5.793548387096774,11.600000000000001,8.696774193548388
19,2018-02-01,-0.14999999999999997,7.771428571428571,3.810714285714286
19,2018-03-01,4.374193548387097,13.48709677419355,8.930645161290323
19,2018-04-01,8.403333333333332,20.58,14.491666666666667
19,2018-05-01,10.66451612903226,21.96741935483871,16.315806451612904
19,2018-06-01,14.403333333333334,27.196666666666665,20.8
19,2018-07-01,15.674193548387096,30.396774193548385,23.03548387096774
19,2018-08-01,15.609677419354838,30.04516129032258,22.82741935483871
19,2018-09-01,11.783333333333333,27.69,19.736666666666668
19,2018-10-01,8.45483870967742,21.835483870967742,15.14516129032258
19,2018-11-01,4.8,15.139999999999999,9.97
19,2018-12-01,4.406451612903226,10.774193548387096,7.590322580645162
19,2019-01-01,0.36774193548387096,7.558064516129033,3.9629032258064516
19,2019-02-01,0.6857142857142857,15.739285714285714,8.2125
19,2019-03-01,3.690322580645161,16.570967741935487,10.130645161290323
19,2019-04-01,5.576,18.493333333333332,12.034666666666668
19,2019-05-01,8.729032258064517,20.03548387096774,14.38225806451613
19,2019-06-01,13.91,26.84,20.375
19,2019-07-01,16.748387096774195,31.406451612903226,24.07741935483871
19,2019-08-01,14.170967741935485,29.758064516129032,21.96451612903226
19,2019-09-01,11.876666666666667,26.55,19.21333333333333
19,2019-10-01,11.548387096774194,20.23225806451613,15.890322580645162
19,2019-11-01,5.993333333333334,12.196666666666665,9.095
19,2019-12-01,4.893548387096775,12.345161290322581,8.619354838709677
19,2020-01-01,3.135483870967742,11.790322580645162,7.462903225806452
19,2020-02-01,4.179310344827586,14.913793103448276,9.546551724137931
19,2020-03-01,4.374193548387097,15.63225806451613,10.003225806451614
19,2020-04-01,8.176666666666668,21.78666666666667,14.981666666666666
19,2020-05-01,10.790322580645162,25.083870967741937,17.937096774193545
19,2020-06-01,12.913333333333332,24.26,18.586666666666666
19,2020-07-01,15.379032258064516,29.613225806451613,22.496129032258064
19,2020-08-01,15.94516129032258,29.951612903225808,22.948387096774194
19,2020-09-01,11.506666666666666,26.37,18.938333333333333
19,2020-10-01,9.287096774193548,17.0,13.143548387096773
19,2020-11-01,4.569999999999999,17.436666666666667,11.003333333333334
19,2020-12-01,3.9838709677419355,10.074193548387097,7.029032258064516
19,2021-01-01,0.8580645161290323,8.438709677419356,4.648387096774194
19,2021-02-01,5.2821428571428575,14.975,10.12857142857143
19,2021-03-01,2.458064516129032,16.09032258064516,9.274193548387096
19,2021-04-01,3.836666666666667,18.386666666666667,11.111666666666668
19,2021-05-01,8.529032258064515,20.241935483870968,14.385483870967741
19,2021-06-01,14.473333333333333,26.526666666666667,20.5
19,2021-07-01,14.916129032258064,26.306451612903224,20.611290322580647
19,2021-08-01,14.129032258064516,26.18064516129032,20.154838709677417
19,2021-09-01,13.396666666666668,25.65666666666667,19.526666666666664
19,2021-10-01,6.438709677419355,20.251612903225805,13.345161290322581
19,2021-11-01,3.61,12.256666666666666,7.933333333333334
19,2021-12-01,1.729032258064516,11.935483870967742,6.83225806451613
19,2022-01-01,-1.664516129032258,10.109677419354838,4.22258064516129
19,2022-02-01,2.7392857142857143,13.185714285714285,7.9624999999999995
19,2022-03-01,4.699999999999999,16.81935483870968,10.759677419354839
19,2022-04-01,6.390000000000001,18.136666666666667,12.263333333333332
19,2022-05-01,11.196774193548388,25.84193548387097,18.519354838709678
19,2022-06-01,15.123333333333333,27.779999999999998,21.451666666666664
19,2022-07-01,15.006451612903225,32.01935483870968,23.51290322580645
19,2022-08-01,16.22258064516129,32.75483870967742,24.488709677419354
19,2022-09-01,11.85,25.996666666666666,18.923333333333336
19,2022-10-01,12.158064516129032,24.883870967741935,18.520967741935483
19,2022-11-01,6.406666666666666,15.496666666666668,10.951666666666666
19,2022-12-01,3.2483870967741937,11.787096774193548,7.517741935483872
19,2023-01-01,3.2580645161290325,8.72258064516129,5.990322580645161
19,2023-02-01,-0.5428571428571429,13.646428571428572,6.551785714285715
19,2023-03-01,5.432258064516129,16.54516129032258,10.988709677419354
19,2023-04-01,6.573333333333333,18.759999999999998,12.666666666666666
19,2023-05-01,10.351612903225806,23.51322580645161,16.932580645161288
19,2023-06-01,15.638,27.98966666666667,21.814
19,2023-07-01,15.964516129032258,28.53548387096774,22.25
19,2023-08-01,16.429032258064517,28.88064516129032,22.654838709677417
19,2023-09-01,13.833333333333334,29.446666666666665,21.64
19,2023-10-01,10.44774193548387,23.268387096774195,16.858064516129033
19,2023-11-01,6.886666666666667,13.92,10.403333333333334
19,2023-12-01,3.967741935483871,10.719354838709679,7.343548387096774
19,2024-01-01,2.870967741935484,10.396774193548387,6.633870967741935
19,2024-02-01,5.796551724137931,12.837931034482759,9.317241379310344
19,2024-03-01,5.735483870967743,16.703225806451613,11.219354838709679
19,2024-04-01,7.3,19.076666666666664,13.188333333333333
19,2024-05-01,10.316129032258065,20.81935483870968,15.567741935483872
19,2024-06-01,14.033333333333333,25.546666666666667,19.790000000000003
19,2024-07-01,15.761290322580646,29.174193548387095,22.467741935483872
19,2024-08-01,15.303225806451612,30.30322580645161,22.80322580645161
19,2024-09-01,11.923333333333334,21.75,16.836666666666666
19,2024-10-01,11.329032258064515,21.85483870967742,16.59193548387097
19,2024-11-01,5.446666666666667,17.096666666666668,11.271666666666667
19,2024-12-01,1.9451612903225808,9.86774193548387,5.906451612903226
19,2025-01-01,1.7064516129032257,11.390322580645162,6.548387096774194
19,2025-02-01,2.2496428571428573,14.583571428571428,8.416785714285714
21,2018-01-01,3.8548387096774195,9.63225806451613,6.743548387096775
21,2018-02-01,-1.3142857142857143,4.1571428571428575,1.4214285714285713
21,2018-03-01,1.9387096774193548,10.3,6.119354838709677
21,2018-04-01,6.819999999999999,19.38,13.1
21,2018-05-01,10.258064516129032,22.135483870967743,16.19677419354839
21,2018-06-01,14.036666666666667,25.846666666666668,19.941666666666666
21,2018-07-01,16.45806451612903,29.91290322580645,23.18548387096774
21,2018-08-01,15.980645161290322,28.53548387096774,22.258064516129032
21,2018-09-01,10.916666666666666,25.376666666666665,18.146666666666665
21,2018-10-01,7.735483870967743,17.990322580645163,12.862903225806452
21,2018-11-01,4.04,10.276666666666667,7.158333333333333
21,2018-12-01,2.806451612903226,8.006451612903225,5.406451612903226
21,2019-01-01,-0.3387096774193548,4.909677419354838,2.2854838709677416
21,2019-02-01,-0.2964285714285714,11.864285714285714,5.783928571428571
21,2019-03-01,3.361290322580645,13.925806451612903,8.643548387096773
21,2019-04-01,5.233333333333333,15.926666666666668,10.58
21,2019-05-01,7.383870967741935,18.029032258064515,12.706451612903225
21,2019-06-01,13.186666666666667,26.896666666666665,20.041666666666668
21,2019-07-01,16.183870967741935,29.874193548387098,23.029032258064515
21,2019-08-01,14.783870967741937,28.074193548387097,21.429032258064513
21,2019-09-01,11.336666666666668,23.94333333333333,17.64
21,2019-10-01,9.64516129032258,17.212903225806453,13.429032258064517
21,2019-11-01,3.4133333333333336,10.016666666666667,6.715
21,2019-12-01,2.7903225806451615,8.990322580645161,5.890322580645161
21,2020-01-01,0.8258064516129032,7.651612903225806,4.238709677419355
21,2020-02-01,3.4827586206896552,11.875862068965516,7.679310344827586
21,2020-03-01,2.5387096774193547,12.96774193548387,7.753225806451613
21,2020-04-01,5.8966666666666665,20.973333333333336,13.435
21,2020-05-01,9.603225806451613,21.309677419354838,15.456451612903225
21,2020-06-01,12.653333333333334,24.066666666666666,18.36
21,2020-07-01,15.587096774193547,28.822580645161292,22.20483870967742
21,2020-08-01,16.125806451612902,29.203225806451613,22.664516129032258
21,2020-09-01,12.413333333333332,24.793333333333333,18.603333333333335
21,2020-10-01,8.025806451612903,14.64516129032258,11.33548387096774
21,2020-11-01,3.01,11.586666666666668,7.298333333333333
21,2020-12-01,1.8935483870967742,7.335483870967742,4.614516129032259
21,2021-01-01,0.2774193548387097,5.438709677419355,2.858064516129032
21,2021-02-01,1.332142857142857,10.535714285714286,5.933928571428572
21,2021-03-01,1.4451612903225806,12.66451612903226,7.054838709677419
21,2021-04-01,3.0,15.523333333333333,9.261666666666667
21,2021-05-01,6.977419354838709,17.29032258064516,12.133870967741935
21,2021-06-01,14.506666666666666,25.44333333333333,19.975
21,2021-07-01,14.077419354838709,24.79032258064516,19.433870967741935
21,2021-08-01,13.735483870967743,24.187096774193545,18.961290322580645
21,2021-09-01,12.183333333333334,23.93,18.05666666666667
21,2021-10-01,5.909677419354838,16.816129032258065,11.362903225806452
21,2021-11-01,2.48,7.6899999999999995,5.085
21,2021-12-01,1.5903225806451613,6.935483870967742,4.262903225806451
21,2022-01-01,-0.4,4.716129032258064,2.1580645161290324
21,2022-02-01,1.25,10.596428571428572,5.923214285714286
21,2022-03-01,2.4709677419354836,14.696774193548388,8.583870967741936
